Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,4.0925,5.9378,2.4299,4.3161,1.2161,3.1155,0.6138,2.3973,6.2238,3.9682,4.6987,2.5260,3.3276,5.1645,5.3947,2.2099,2.0064,6.1195,3.7640
3.9062,3.0325,5.8259,2.3317,3.7208,-0.1654,2.5028,1.0808,2.5334,5.8682,2.8680,4.2514,2.2038,1.7766,1.2764,4.2901,1.3210,-0.4369,5.0670,2.4711
7.8125,1.7064,5.7122,2.5647,3.5764,-1.0270,2.3595,3.1145,3.0995,5.0522,1.3762,3.1835,1.6352,-0.1827,-2.2794,2.7083,0.1592,-2.8968,3.9211,1.1908
11.7188,0.5257,5.5200,3.0665,4.1290,-0.7721,2.7341,5.5608,4.0974,3.8622,-0.0045,1.5298,0.7457,-2.0149,-4.1973,0.8453,-0.9846,-4.4997,2.9718,0.4115
15.6250,-0.3377,4.9758,3.3721,5.0842,0.4667,3.1984,6.5940,5.1161,2.3455,-1.0174,-0.5314,-0.4671,-3.3161,-4.3014,-1.1100,-1.8775,-4.8137,2.1865,0.2966
19.5312,-0.9773,3.8151,2.9571,5.7909,1.9279,3.1694,5.0624,5.5213,0.5360,-1.7639,-2.7052,-1.8053,-3.9241,-3.4751,-2.9437,-2.4058,-3.9772,1.3378,0.6711
23.4375,-1.5511,2.0657,1.7011,5.7152,2.8164,2.3688,1.4676,4.8551,-1.4129,-2.4970,-4.6151,-2.8317,-3.8257,-2.7481,-4.3512,-2.5368,-2.4501,0.3382,1.2521
27.3438,-2.0700,0.1571,0.0604,4.8178,2.8990,1.0319,-2.2531,3.1451,-3.1405,-3.2989,-5.8654,-3.0246,-3.0256,-2.3560,-4.9708,-2.2526,-0.6522,-0.5518,1.8853
31.2500,-2.3851,-1.2841,-1.2351,3.5266,2.5937,-0.3161,-4.0661,0.8780,-4.1737,-3.9349,-6.1470,-2.0858,-1.5603,-1.6255,-4.5640,-1.5397,1.2005,-0.8715,2.5685
35.1562,-2.3767,-1.8318,-1.7398,2.3441,2.4696,-1.3174,-3.3196,-1.3426,-4.1856,-4.0163,-5.3564,-0.2004,0.3375,0.1801,-3.2292,-0.4452,2.9733,-0.3630,3.2697
39.0625,-2.1424,-1.5520,-1.6355,1.4414,2.5971,-2.0609,-1.2157,-3.1751,-3.2337,-3.3330,-3.6669,1.9690,2.1157,2.8006,-1.4536,0.8688,4.3929,0.7313,3.7578
42.9688,-1.9717,-0.9505,-1.5521,0.6002,2.3463,-2.9207,0.1198,-4.6513,-1.7812,-2.0735,-1.4998,3.6038,3.0326,4.7177,0.0991,2.1438,5.0078,1.7723,3.6627
46.8750,-2.0979,-0.6069,-2.0021,-0.4533,0.8691,-4.0912,-0.7296,-5.9504,-0.4611,-0.7443,0.5993,4.1720,2.5428,4.0928,0.9532,3.1203,4.4242,2.1739,2.7577
50.7812,-2.4500,-0.7824,-2.9228,-1.6467,-2.0934,-5.2506,-3.3957,-7.0629,0.2511,0.1448,2.1211,3.6789,0.6826,0.2684,1.0766,3.6333,2.6329,1.8169,1.2120
54.6875,-2.6604,-1.3144,-3.7527,-2.5018,-5.7646,-5.7105,-6.0387,-7.6768,0.2225,0.3786,2.7169,2.5384,-1.8744,-5.3800,0.8202,3.6299,0.1276,1.0444,-0.4581
58.5938,-2.3714,-1.8726,-4.0148,-2.5388,-8.6922,-4.9894,-6.7934,-7.4246,-0.4091,0.0968,2.2598,1.1713,-4.2009,-10.0572,0.5795,3.1082,-2.3262,0.2168,-1.7715
62.5000,-1.5983,-2.3463,-3.9077,-1.8313,-9.7146,-3.3438,-5.2074,-6.3005,-1.4596,-0.3928,0.8539,-0.3371,-5.7010,-11.3228,0.4489,2.0634,-4.1195,-0.7793,-2.7102
66.4062,-0.8163,-3.0146,-4.3415,-1.2118,-8.8174,-1.7632,-2.5585,-4.8758,-2.8581,-0.8607,-1.1814,-2.2279,-6.4726,-8.7799,0.1610,0.5261,-5.1022,-2.5824,-3.8185
70.3125,-0.6448,-4.3324,-6.2906,-1.8590,-7.2033,-1.3408,-0.8421,-4.0756,-4.6052,-1.2568,-3.3609,-4.7073,-7.1647,-4.4197,-0.6243,-1.3222,-5.5470,-5.8346,-5.8282
74.2188,-1.3482,-6.4968,-9.9309,-4.5018,-6.4896,-2.4620,-1.2679,-4.6292,-6.6000,-1.6210,-5.1510,-7.5524,-8.4381,-1.3421,-1.9204,-3.0806,-5.8491,-10.4736,-9.0629
